Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
OR10A3	0	0	0	0	1	0	0	0	1	1	1
OR10G3	0	1	0	0	0	0	0	0	1	1	1
OR10R2	0	0	0	0	0	1	0	0	1	1	1
OR10X1	1	0	0	0	0	0	0	0	1	1	1
OR13C5	0	0	0	0	1	0	0	0	1	1	1
OR2AE1	0	0	0	0	1	0	0	0	1	1	1
OR2B11	0	0	0	0	0	0	0	1	1	1	1
OR2B2	0	0	0	0	1	0	0	0	1	1	1
OR2V2	1	0	0	0	0	0	0	0	1	1	1
OR4C11	1	0	0	0	0	0	0	0	1	1	1
OR4F6	0	0	1	0	0	0	0	0	1	1	1
OR4P4	0	1	0	0	0	0	0	0	1	1	1
OR51D1	1	0	0	0	0	0	0	0	1	1	1
OR56A4	1	0	0	0	0	0	0	0	1	1	1
OR5B2	0	0	0	0	1	0	0	0	1	1	1
OR5D16	0	0	0	0	1	0	0	0	1	1	1
OR5F1	0	1	0	0	0	0	0	0	1	1	1
OR6C65	1	0	0	0	0	0	0	0	1	1	1
OR6K2	0	1	0	0	0	0	0	0	1	1	1
OR7A5	0	0	0	0	0	1	0	0	1	1	1
OR8A1	1	0	0	0	0	0	0	0	1	1	1
OR8K5	0	0	0	0	1	0	0	0	1	1	1
ORC1	1	0	0	0	0	0	0	0	1	1	1
OSER1	1	0	0	0	0	0	0	0	1	1	1
OTC	0	1	0	0	0	0	0	0	1	1	1
OTOF	0	0	0	0	1	0	0	0	1	1	1
OTOP2	0	0	0	0	1	0	0	0	1	1	1
OTUB1	0	0	0	0	1	0	0	0	1	1	1
OVOL2	1	0	0	0	0	0	0	0	1	1	1
P2RX5	1	0	0	0	0	0	0	0	1	1	1
P2RY2	0	0	0	0	1	0	0	0	1	1	1
P4HA2	0	0	0	0	1	0	0	0	1	1	1
PACS1	0	1	0	0	0	0	0	0	1	1	1
PAF1	0	0	0	0	1	0	0	0	1	1	1
PAK3	0	0	0	0	1	0	0	0	1	1	1
PALM2-AKAP2	1	0	0	0	0	0	0	0	1	1	1
PAN2	0	0	0	0	1	0	0	0	1	1	1
PAPD7	1	0	0	0	0	0	0	0	1	1	1
PARP4	0	0	0	0	1	0	0	0	1	1	1
PARVG	1	0	0	0	0	0	0	0	1	1	1
PASD1	0	0	0	0	1	0	0	0	1	1	1
PAX6	0	0	0	0	1	0	0	0	1	1	1
PAX9	0	0	0	0	1	0	0	0	1	1	1
PAXBP1	0	1	0	0	0	0	0	0	1	1	1
PCDH15	0	0	0	0	0	0	1	0	1	1	1
PCDH18	0	0	0	0	1	0	0	0	1	1	1
PCDHA8	0	0	0	0	1	0	0	0	1	1	1
PCDHAC1	0	0	0	0	1	0	0	0	1	1	1
PCDHB1	0	0	0	0	1	0	0	0	1	1	1
PCDHB14	0	0	0	0	1	0	0	0	1	1	1
PCDHB15	1	0	0	0	0	0	0	0	1	1	1
PCDHB5	0	0	0	0	1	0	0	0	1	1	1
PCDHGA5	0	0	0	0	0	0	0	1	1	1	1
PCDHGA6	1	0	0	0	0	0	0	0	1	1	1
PCDHGB3	1	0	0	0	0	0	0	0	1	1	1
PCNA	0	0	0	0	0	0	1	0	1	1	1
PCP2	1	0	0	0	0	0	0	0	1	1	1
PCP4	0	0	0	0	0	1	0	0	1	1	1
PCSK2	0	0	0	0	1	0	0	0	1	1	1
PCSK6	0	0	0	0	0	0	1	0	1	1	1
PDE10A	0	0	0	0	1	0	0	0	1	1	1
PDE4DIP	0	0	0	1	0	0	0	0	1	1	1
PDE8A	1	0	0	0	0	0	0	0	1	1	1
PDE9A	0	0	0	0	1	0	0	0	1	1	1
PDHA2	0	0	0	0	1	0	0	0	1	1	1
PDLIM7	0	0	0	0	1	0	0	0	1	1	1
PDS5A	0	1	0	0	0	0	0	0	1	1	1
PDS5B	1	0	0	0	0	0	0	0	1	1	1
PDZD2	0	1	0	0	0	0	0	0	1	1	1
PDZD4	1	0	0	0	0	0	0	0	1	1	1
PDZRN3	0	1	0	0	0	0	0	0	1	1	1
PER2	0	0	0	0	1	0	0	0	1	1	1
PEX12	0	1	0	0	0	0	0	0	1	1	1
PEX16	0	0	0	0	1	0	0	0	1	1	1
PEX2	0	0	0	0	1	0	0	0	1	1	1
PEX3	0	0	0	0	1	0	0	0	1	1	1
PEX5	0	1	0	0	0	0	0	0	1	1	1
PFKP	0	0	0	0	0	0	1	0	1	1	1
PFN1	0	0	1	0	0	0	0	0	1	1	1
PGK1	0	0	0	0	1	0	0	0	1	1	1
PGK2	0	0	0	0	1	0	0	0	1	1	1
PGR	0	0	0	0	1	0	0	0	1	1	1
PHACTR1	1	0	0	0	0	0	0	0	1	1	1
PHF10	0	0	0	0	1	0	0	0	1	1	1
PHF20	0	0	0	0	0	0	1	0	1	1	1
PHF3	1	0	0	0	0	0	0	0	1	1	1
PHYH	0	0	0	0	0	0	1	0	1	1	1
PI15	1	0	0	0	0	0	0	0	1	1	1
PI4K2A	0	0	0	0	1	0	0	0	1	1	1
PIGB	0	1	0	0	0	0	0	0	1	1	1
PIGG	0	1	0	0	0	0	0	0	1	1	1
PIGO	1	0	0	0	0	0	0	0	1	1	1
PIK3C3	0	0	0	0	1	0	0	0	1	1	1
PIK3CA	0	0	0	0	0	1	0	0	1	1	1
PIK3CD	1	0	0	0	0	0	0	0	1	1	1
PIK3R2	0	0	0	0	1	0	0	0	1	1	1
PITPNC1	1	0	0	0	0	0	0	0	1	1	1
PITPNM1	0	0	0	0	1	0	0	0	1	1	1
PIWIL1	0	0	0	0	1	0	0	0	1	1	1
PKD1L1	0	0	0	0	0	0	1	0	1	1	1
PKD2L1	0	0	0	0	1	0	0	0	1	1	1
PKHD1	0	0	1	0	0	0	0	0	1	1	1
PKHD1L1	0	0	0	0	1	0	0	0	1	1	1
PKN1	1	0	0	0	0	0	0	0	1	1	1
PKNOX1	0	0	0	0	1	0	0	0	1	1	1
PKP1	0	0	0	0	1	0	0	0	1	1	1
PLA2G12B	0	0	0	0	1	0	0	0	1	1	1
PLA2G4E	0	0	0	0	0	0	1	0	1	1	1
PLA2G6	0	0	0	0	0	0	1	0	1	1	1
PLA2R1	0	1	0	0	0	0	0	0	1	1	1
PLCB4	0	0	0	0	1	0	0	0	1	1	1
PLCH2	0	0	0	0	1	0	0	0	1	1	1
PLCXD2	0	0	0	0	0	0	1	0	1	1	1
PLCXD3	0	0	0	0	1	0	0	0	1	1	1
PLCZ1	0	0	0	0	1	0	0	0	1	1	1
PLEC	0	1	0	0	0	0	0	0	1	1	1
PLEKHA2	0	0	0	0	0	0	1	0	1	1	1
PLEKHA3	1	0	0	0	0	0	0	0	1	1	1
PLEKHA5	0	0	0	0	1	0	0	0	1	1	1
PLEKHG6	0	0	0	0	1	0	0	0	1	1	1
PLK4	0	0	0	0	0	0	1	0	1	1	1
PLXNB3	0	0	0	0	1	0	0	0	1	1	1
PLXND1	0	0	0	0	0	0	1	0	1	1	1
PMFBP1	0	0	0	0	1	0	0	0	1	1	1
PMS1	0	0	1	0	0	0	0	0	1	1	1
PNLIP	0	0	0	0	1	0	0	0	1	1	1
PNMA2	0	0	0	0	1	0	0	0	1	1	1
PNMAL2	0	0	0	0	1	0	0	0	1	1	1
PNPLA1	0	0	0	0	0	0	1	0	1	1	1
POF1B	0	0	0	0	1	0	0	0	1	1	1
POGZ	1	0	0	0	0	0	0	0	1	1	1
POLD3	0	0	0	0	1	0	0	0	1	1	1
POLE	1	0	0	0	0	0	0	0	1	1	1
POLR1A	0	1	0	0	0	0	0	0	1	1	1
POLR2B	0	0	0	0	1	0	0	0	1	1	1
POLR3B	0	0	0	0	1	0	0	0	1	1	1
PORCN	0	0	0	0	0	0	1	0	1	1	1
POSTN	0	0	0	0	0	0	1	0	1	1	1
POT1	0	0	0	0	0	0	0	1	1	1	1
POU3F4	0	1	0	0	0	0	0	0	1	1	1
POU5F1B	0	0	0	0	1	0	0	0	1	1	1
PPAP2A	0	0	0	0	1	0	0	0	1	1	1
PPARA	1	0	0	0	0	0	0	0	1	1	1
PPARD	0	0	0	0	0	0	1	0	1	1	1
PPARGC1A	0	0	0	0	0	0	1	0	1	1	1
PPFIBP2	0	0	0	0	1	0	0	0	1	1	1
PPIA	1	0	0	0	0	0	0	0	1	1	1
PPIG	0	0	0	0	1	0	0	0	1	1	1
PPIP5K2	0	0	0	0	1	0	0	0	1	1	1
PPM1A	0	0	0	0	1	0	0	0	1	1	1
PPP1R13B	0	0	1	0	0	0	0	0	1	1	1
PPP1R14C	0	0	0	0	0	1	0	0	1	1	1
PPP1R16A	0	0	0	0	1	0	0	0	1	1	1
PPP2CA	1	0	0	0	0	0	0	0	1	1	1
PPP2R2B	0	0	0	0	1	0	0	0	1	1	1
PPP2R5B	0	0	0	0	1	0	0	0	1	1	1
PPP3CA	1	0	0	0	0	0	0	0	1	1	1
PRAG1	1	0	0	0	0	0	0	0	1	1	1
PRDM16	1	0	0	0	0	0	0	0	1	1	1
PRG3	0	1	0	0	0	0	0	0	1	1	1
PRH1	0	0	0	0	1	0	0	0	1	1	1
PRH2	0	0	0	0	1	0	0	0	1	1	1
PRIMPOL	1	0	0	0	0	0	0	0	1	1	1
PRKCH	0	0	0	0	1	0	0	0	1	1	1
PRKX	0	0	0	0	1	0	0	0	1	1	1
PRL	0	0	0	0	1	0	0	0	1	1	1
PRMT3	0	0	0	0	1	0	0	0	1	1	1
PROC	1	0	0	0	0	0	0	0	1	1	1
PROKR2	0	0	0	0	1	0	0	0	1	1	1
PRPF18	1	0	0	0	0	0	0	0	1	1	1
PRPF19	0	0	0	0	1	0	0	0	1	1	1
PRPF4	0	0	0	0	1	0	0	0	1	1	1
PRPF40A	0	0	0	0	1	0	0	0	1	1	1
PRPF4B	0	0	1	0	0	0	0	0	1	1	1
PRPF8	0	0	0	0	0	0	1	0	1	1	1
PRR5L	0	0	0	0	1	0	0	0	1	1	1
PRRC2A	0	0	1	0	0	0	0	0	1	1	1
PRRC2B	0	0	0	0	1	0	0	0	1	1	1
PRSS58	0	0	0	0	0	0	1	0	1	1	1
PSD	1	0	0	0	0	0	0	0	1	1	1
PSD3	0	0	1	0	0	0	0	0	1	1	1
PSG11	0	0	0	0	0	0	1	0	1	1	1
PSMA4	0	0	0	0	1	0	0	0	1	1	1
PSMB2	0	0	0	0	1	0	0	0	1	1	1
PSMC6	0	0	0	0	0	0	1	0	1	1	1
PSPC1	1	0	0	0	0	0	0	0	1	1	1
PTGIS	0	0	0	0	1	0	0	0	1	1	1
PTH1R	0	0	0	0	1	0	0	0	1	1	1
PTMS	0	0	1	0	0	0	0	0	1	1	1
PTPDC1	0	0	0	0	1	0	0	0	1	1	1
PTPLA	0	0	0	0	0	0	1	0	1	1	1
PTPN12	0	1	0	0	0	0	0	0	1	1	1
PTPN22	0	0	0	0	1	0	0	0	1	1	1
PTPN7	0	0	0	0	1	0	0	0	1	1	1
PTPRD	0	0	0	0	1	0	0	0	1	1	1
PTPRE	0	0	0	0	1	0	0	0	1	1	1
PTPRO	0	0	0	0	1	0	0	0	1	1	1
PTPRS	0	0	0	0	1	0	0	0	1	1	1
PTX3	0	0	0	0	0	0	1	0	1	1	1
PUM1	1	0	0	0	0	0	0	0	1	1	1
PUM2	1	0	0	0	0	0	0	0	1	1	1
PUS10	0	0	0	0	0	0	1	0	1	1	1
PUS7L	1	0	0	0	0	0	0	0	1	1	1
PVRL3	0	0	0	0	0	0	1	0	1	1	1
PYGM	0	0	0	0	1	0	0	0	1	1	1
QKI	0	0	0	0	0	0	1	0	1	1	1
QSOX2	0	0	0	0	0	0	1	0	1	1	1
R3HCC1L	1	0	0	0	0	0	0	0	1	1	1
RAB24	0	0	0	0	0	0	1	0	1	1	1
RAB25	0	0	0	0	1	0	0	0	1	1	1
RABEP1	0	0	0	0	0	0	1	0	1	1	1
RABGAP1	0	1	0	0	0	0	0	0	1	1	1
RAD21	0	0	1	0	0	0	0	0	1	1	1
RAD54B	0	0	0	0	1	0	0	0	1	1	1
RAD9B	0	0	0	0	1	0	0	0	1	1	1
RALBP1	0	0	0	0	1	0	0	0	1	1	1
RALGAPA2	0	0	0	0	1	0	0	0	1	1	1
RAMP2	0	0	0	0	0	0	1	0	1	1	1
RANBP6	0	0	0	0	1	0	0	0	1	1	1
RARS2	1	0	0	0	0	0	0	0	1	1	1
RASAL2	0	0	1	0	0	0	0	0	1	1	1
RASSF8	0	0	0	0	1	0	0	0	1	1	1
RBBP5	0	0	1	0	0	0	0	0	1	1	1
RBFOX1	0	0	0	0	0	0	1	0	1	1	1
RBKS	0	1	0	0	0	0	0	0	1	1	1
RBM11	0	0	0	0	1	0	0	0	1	1	1
RBM15	1	0	0	0	0	0	0	0	1	1	1
RBM4B	0	0	0	0	1	0	0	0	1	1	1
RBM5	0	0	0	0	1	0	0	0	1	1	1
RBMS2	1	0	0	0	0	0	0	0	1	1	1
RBPJ	0	0	0	0	1	0	0	0	1	1	1
RBPMS	0	0	0	0	1	0	0	0	1	1	1
RBPMS2	0	0	0	0	0	0	1	0	1	1	1
RC3H1	0	0	0	0	0	0	1	0	1	1	1
RDH16	0	0	0	0	1	0	0	0	1	1	1
RDX	0	0	0	0	1	0	0	0	1	1	1
RECQL4	1	0	0	0	0	0	0	0	1	1	1
REEP2	0	0	1	0	0	0	0	0	1	1	1
RELB	0	0	0	0	0	0	1	0	1	1	1
RERE	0	0	1	0	0	0	0	0	1	1	1
REV3L	1	0	0	0	0	0	0	0	1	1	1
RFC1	0	0	0	0	0	0	1	0	1	1	1
RFPL4B	0	1	0	0	0	0	0	0	1	1	1
RFT1	0	0	0	0	0	0	1	0	1	1	1
RFX6	0	0	0	0	1	0	0	0	1	1	1
RFXAP	0	0	0	0	0	0	1	0	1	1	1
RGP1	1	0	0	0	0	0	0	0	1	1	1
RGS2	1	0	0	0	0	0	0	0	1	1	1
RGS22	1	0	0	0	0	0	0	0	1	1	1
RGS6	0	0	0	0	0	1	0	0	1	1	1
RGS7BP	0	0	0	0	1	0	0	0	1	1	1
RHBDL3	0	0	0	0	1	0	0	0	1	1	1
RHNO1	0	0	0	0	1	0	0	0	1	1	1
RHOBTB3	0	0	0	0	1	0	0	0	1	1	1
RIMBP2	0	0	0	0	1	0	0	0	1	1	1
RLIM	1	0	0	0	0	0	0	0	1	1	1
RLTPR	1	0	0	0	0	0	0	0	1	1	1
RNASEH2C	0	0	1	0	0	0	0	0	1	1	1
RNF20	1	0	0	0	0	0	0	0	1	1	1
RNF212	0	0	0	0	1	0	0	0	1	1	1
RNF6	0	0	0	0	1	0	0	0	1	1	1
RNF8	0	1	0	0	0	0	0	0	1	1	1
RNLS	1	0	0	0	0	0	0	0	1	1	1
RNMT	0	0	0	0	1	0	0	0	1	1	1
ROBO1	1	0	0	0	0	0	0	0	1	1	1
ROCK1	0	0	0	1	0	0	0	0	1	1	1
ROS1	0	0	0	0	0	0	1	0	1	1	1
RP1	0	0	0	0	1	0	0	0	1	1	1
RP9	0	0	0	0	1	0	0	0	1	1	1
RPE65	0	0	0	0	0	0	1	0	1	1	1
RPGRIP1	0	0	0	0	1	0	0	0	1	1	1
RPL10A	0	0	0	0	1	0	0	0	1	1	1
RPL11	1	0	0	0	0	0	0	0	1	1	1
RPL19	0	0	1	0	0	0	0	0	1	1	1
RPL27	0	1	0	0	0	0	0	0	1	1	1
RPL3	0	0	1	0	0	0	0	0	1	1	1
RPL5	0	0	1	0	0	0	0	0	1	1	1
RPP30	0	0	0	0	0	0	1	0	1	1	1
RPRD1B	0	0	0	0	0	0	1	0	1	1	1
RPRD2	0	0	0	0	1	0	0	0	1	1	1
RPS6KA4	1	0	0	0	0	0	0	0	1	1	1
RRBP1	0	0	0	0	1	0	0	0	1	1	1
RRH	0	0	0	0	1	0	0	0	1	1	1
RRNAD1	0	0	0	0	1	0	0	0	1	1	1
RSPH3	0	1	0	0	0	0	0	0	1	1	1
RSPO2	0	0	1	0	0	0	0	0	1	1	1
RSRC1	0	0	0	0	1	0	0	0	1	1	1
RTKN	0	0	0	0	1	0	0	0	1	1	1
RUFY2	0	0	0	0	0	1	0	0	1	1	1
RUVBL2	0	0	0	0	0	0	1	0	1	1	1
RXFP1	1	0	0	0	0	0	0	0	1	1	1
RXFP3	0	0	0	0	1	0	0	0	1	1	1
RYBP	0	0	0	0	0	0	1	0	1	1	1
RYK	1	0	0	0	0	0	0	0	1	1	1
SAG	0	0	0	0	1	0	0	0	1	1	1
SAMD11	1	0	0	0	0	0	0	0	1	1	1
SAMD7	0	0	0	0	1	0	0	0	1	1	1
SAMD9	1	0	0	0	0	0	0	0	1	1	1
SAMD9L	0	0	0	0	1	0	0	0	1	1	1
SAMM50	1	0	0	0	0	0	0	0	1	1	1
SASH1	0	0	0	0	1	0	0	0	1	1	1
SATB1	0	0	0	0	0	0	0	1	1	1	1
SBF2	0	0	0	0	0	0	1	0	1	1	1
SBNO1	0	0	0	0	1	0	0	0	1	1	1
SBNO2	0	0	0	0	1	0	0	0	1	1	1
SCAF11	0	1	0	0	0	0	0	0	1	1	1
SCAF8	0	0	0	0	1	0	0	0	1	1	1
SCAMP1	0	0	0	0	0	0	1	0	1	1	1
SCD	0	0	0	0	1	0	0	0	1	1	1
SCN10A	0	0	0	0	0	0	1	0	1	1	1
SCN2A	1	0	0	0	0	0	0	0	1	1	1
SCN3A	0	0	0	0	0	0	1	0	1	1	1
SCN3B	0	0	0	0	0	0	1	0	1	1	1
SCN7A	0	0	0	0	1	0	0	0	1	1	1
SCNM1	0	0	0	0	1	0	0	0	1	1	1
SCP2	0	0	0	0	0	0	1	0	1	1	1
SCUBE3	1	0	0	0	0	0	0	0	1	1	1
SCYL1	0	0	0	0	1	0	0	0	1	1	1
SCYL2	0	0	0	0	1	0	0	0	1	1	1
SDAD1	1	0	0	0	0	0	0	0	1	1	1
SDC4	0	0	0	0	1	0	0	0	1	1	1
SDHA	0	0	0	0	1	0	0	0	1	1	1
SDHC	0	0	0	0	0	0	1	0	1	1	1
SEC16A	0	0	1	0	0	0	0	0	1	1	1
SECTM1	0	1	0	0	0	0	0	0	1	1	1
SELPLG	0	1	0	0	0	0	0	0	1	1	1
SEMA6A	1	0	0	0	0	0	0	0	1	1	1
SENP1	0	0	0	0	1	0	0	0	1	1	1
SENP5	1	0	0	0	0	0	0	0	1	1	1
SENP7	1	0	0	0	0	0	0	0	1	1	1
SEPT1	0	0	0	0	1	0	0	0	1	1	1
SEPT11	0	0	0	0	1	0	0	0	1	1	1
SEPT4	0	0	0	0	1	0	0	0	1	1	1
SERINC1	1	0	0	0	0	0	0	0	1	1	1
SERPINE2	0	0	0	0	0	0	1	0	1	1	1
SERPINI1	0	0	0	0	0	0	1	0	1	1	1
SETDB1	0	1	0	0	0	0	0	0	1	1	1
SEZ6L	0	0	0	0	1	0	0	0	1	1	1
SF1	1	0	0	0	0	0	0	0	1	1	1
SF3B4	0	0	0	0	0	0	1	0	1	1	1
SFXN1	0	0	0	0	1	0	0	0	1	1	1
SGIP1	0	1	0	0	0	0	0	0	1	1	1
SGK3	1	0	0	0	0	0	0	0	1	1	1
SGSM1	0	0	1	0	0	0	0	0	1	1	1
SGTA	0	0	0	0	0	0	1	0	1	1	1
SH2D3C	0	0	0	0	1	0	0	0	1	1	1
SH2D4A	0	0	0	0	0	0	1	0	1	1	1
SH3GL2	0	0	0	0	1	0	0	0	1	1	1
SHCBP1L	1	0	0	0	0	0	0	0	1	1	1
SHE	0	0	0	0	0	0	1	0	1	1	1
SHROOM3	0	0	0	0	1	0	0	0	1	1	1
SHROOM4	0	1	0	0	0	0	0	0	1	1	1
SI	0	0	0	0	1	0	0	0	1	1	1
SIAE	0	0	0	0	0	0	1	0	1	1	1
SIGLEC1	1	0	0	0	0	0	0	0	1	1	1
SIGLEC10	0	0	0	0	0	0	1	0	1	1	1
SIGLEC15	0	0	0	0	0	0	0	1	1	1	1
SIGLEC6	1	0	0	0	0	0	0	0	1	1	1
SIN3B	0	1	0	0	0	0	0	0	1	1	1
SIRT1	1	0	0	0	0	0	0	0	1	1	1
SIX1	0	1	0	0	0	0	0	0	1	1	1
SIX5	1	0	0	0	0	0	0	0	1	1	1
SKIV2L2	0	0	0	0	0	0	1	0	1	1	1
SLAIN2	0	0	0	0	1	0	0	0	1	1	1
SLC10A2	0	0	0	0	0	0	1	0	1	1	1
SLC12A4	0	0	1	0	0	0	0	0	1	1	1
SLC12A6	0	0	0	0	1	0	0	0	1	1	1
SLC12A8	0	0	0	0	1	0	0	0	1	1	1
SLC17A5	1	0	0	0	0	0	0	0	1	1	1
SLC17A6	0	0	0	0	1	0	0	0	1	1	1
SLC18A2	0	0	0	0	0	0	1	0	1	1	1
SLC19A3	0	0	0	0	1	0	0	0	1	1	1
SLC1A6	1	0	0	0	0	0	0	0	1	1	1
SLC20A1	1	0	0	0	0	0	0	0	1	1	1
SLC22A3	1	0	0	0	0	0	0	0	1	1	1
SLC25A25	0	1	0	0	0	0	0	0	1	1	1
SLC25A35	0	0	0	0	1	0	0	0	1	1	1
SLC25A44	0	0	0	0	1	0	0	0	1	1	1
SLC25A51	0	0	0	0	0	0	0	1	1	1	1
SLC26A2	1	0	0	0	0	0	0	0	1	1	1
SLC26A4	1	0	0	0	0	0	0	0	1	1	1
SLC26A8	0	0	0	0	1	0	0	0	1	1	1
SLC28A1	0	0	0	0	0	0	1	0	1	1	1
SLC28A2	0	0	0	0	0	0	1	0	1	1	1
SLC28A3	0	0	0	0	1	0	0	0	1	1	1
SLC30A4	1	0	0	0	0	0	0	0	1	1	1
SLC30A9	1	0	0	0	0	0	0	0	1	1	1
SLC35F3	0	0	0	0	1	0	0	0	1	1	1
SLC35G5	1	0	0	0	0	0	0	0	1	1	1
SLC36A2	0	0	0	0	0	0	1	0	1	1	1
SLC37A1	1	0	0	0	0	0	0	0	1	1	1
SLC3A1	0	0	0	0	1	0	0	0	1	1	1
SLC43A3	0	0	0	0	0	0	1	0	1	1	1
SLC46A3	0	1	0	0	0	0	0	0	1	1	1
SLC4A7	1	0	0	0	0	0	0	0	1	1	1
SLC6A12	0	0	0	0	0	0	1	0	1	1	1
SLC6A2	0	0	0	0	0	0	1	0	1	1	1
SLC7A10	0	0	0	0	1	0	0	0	1	1	1
SLC8A1	1	0	0	0	0	0	0	0	1	1	1
SLCO1C1	0	0	0	0	1	0	0	0	1	1	1
SLFN5	0	0	0	0	1	0	0	0	1	1	1
SLITRK1	0	0	0	0	1	0	0	0	1	1	1
SLITRK4	1	0	0	0	0	0	0	0	1	1	1
SMAD2	1	0	0	0	0	0	0	0	1	1	1
SMAD5	0	0	0	0	1	0	0	0	1	1	1
SMARCA2	1	0	0	0	0	0	0	0	1	1	1
SMARCAD1	0	1	0	0	0	0	0	0	1	1	1
SMC1B	0	0	0	0	1	0	0	0	1	1	1
SMC5	1	0	0	0	0	0	0	0	1	1	1
SMG7	1	0	0	0	0	0	0	0	1	1	1
SMOC1	0	0	0	0	0	0	1	0	1	1	1
SNAPC1	0	0	0	0	0	0	1	0	1	1	1
SNHG14	0	0	0	0	0	0	1	0	1	1	1
SNRNP200	0	0	0	0	1	0	0	0	1	1	1
SNRNP27	0	0	0	0	1	0	0	0	1	1	1
SNX19	0	0	0	0	1	0	0	0	1	1	1
SNX25	0	0	0	0	0	0	1	0	1	1	1
SOD2	1	0	0	0	0	0	0	0	1	1	1
SOGA3	0	0	0	0	1	0	0	0	1	1	1
SON	1	0	0	0	0	0	0	0	1	1	1
SORBS2	0	0	0	0	0	0	1	0	1	1	1
SORCS1	0	0	0	0	0	0	1	0	1	1	1
SORD	1	0	0	0	0	0	0	0	1	1	1
SOX9	0	1	0	0	0	0	0	0	1	1	1
SP1	0	0	0	0	1	0	0	0	1	1	1
SP3	0	0	0	0	0	0	1	0	1	1	1
SPAG17	0	0	0	0	1	0	0	0	1	1	1
SPAG5	0	0	0	0	1	0	0	0	1	1	1
SPATA19	0	0	0	0	1	0	0	0	1	1	1
SPATA31A6	0	0	0	0	1	0	0	0	1	1	1
SPATS1	0	1	0	0	0	0	0	0	1	1	1
SPHKAP	0	0	0	0	1	0	0	0	1	1	1
SPICE1	0	0	0	0	1	0	0	0	1	1	1
SPINK1	0	0	1	0	0	0	0	0	1	1	1
SPOCK3	0	0	0	0	0	0	1	0	1	1	1
SPRR2D	0	0	0	0	1	0	0	0	1	1	1
SPTA1	0	0	0	0	1	0	0	0	1	1	1
SPTBN1	0	0	0	0	1	0	0	0	1	1	1
SPTBN5	0	0	0	0	1	0	0	0	1	1	1
SRGAP1	1	0	0	0	0	0	0	0	1	1	1
SRI	0	0	0	0	1	0	0	0	1	1	1
SRP14	0	0	1	0	0	0	0	0	1	1	1
SRPK1	0	0	0	0	1	0	0	0	1	1	1
SRPX	1	0	0	0	0	0	0	0	1	1	1
SRRM2	0	0	1	0	0	0	0	0	1	1	1
SRSF1	0	1	0	0	0	0	0	0	1	1	1
SRSF2	0	0	1	0	0	0	0	0	1	1	1
SRSF3	0	1	0	0	0	0	0	0	1	1	1
SRSF4	0	0	0	0	1	0	0	0	1	1	1
SSB	1	0	0	0	0	0	0	0	1	1	1
SSPO	0	0	0	0	0	0	1	0	1	1	1
SSTR1	0	0	0	0	1	0	0	0	1	1	1
SSX7	0	0	0	0	1	0	0	0	1	1	1
ST8SIA1	0	0	0	0	1	0	0	0	1	1	1
ST8SIA4	0	1	0	0	0	0	0	0	1	1	1
STAG1	0	0	0	0	1	0	0	0	1	1	1
STARD13	1	0	0	0	0	0	0	0	1	1	1
STAT3	0	0	0	0	1	0	0	0	1	1	1
STAT4	0	0	0	0	1	0	0	0	1	1	1
STAT5B	0	0	0	0	0	0	1	0	1	1	1
STIL	0	0	0	0	1	0	0	0	1	1	1
STOX2	0	0	0	0	1	0	0	0	1	1	1
STRN4	0	0	0	0	1	0	0	0	1	1	1
SUCLA2	0	0	0	0	0	0	1	0	1	1	1
SULT1E1	0	0	0	0	0	0	1	0	1	1	1
SUMO2	1	0	0	0	0	0	0	0	1	1	1
SUN2	0	0	0	0	1	0	0	0	1	1	1
SURF6	0	0	0	0	1	0	0	0	1	1	1
SUSD2	0	0	0	0	1	0	0	0	1	1	1
SUV420H1	0	0	0	0	1	0	0	0	1	1	1
SUV420H2	1	0	0	0	0	0	0	0	1	1	1
SV2A	0	0	0	0	1	0	0	0	1	1	1
SV2B	1	0	0	0	0	0	0	0	1	1	1
SVEP1	0	0	0	0	1	0	0	0	1	1	1
SVOPL	0	0	0	0	0	0	1	0	1	1	1
SWI5	0	0	0	0	1	0	0	0	1	1	1
SYCP2	0	0	0	0	1	0	0	0	1	1	1
SYDE1	0	0	0	0	1	0	0	0	1	1	1
SYNCRIP	0	0	0	0	1	0	0	0	1	1	1
SYNE2	0	1	0	0	0	0	0	0	1	1	1
SYNRG	0	0	0	0	1	0	0	0	1	1	1
SYPL1	0	1	0	0	0	0	0	0	1	1	1
SYT9	0	0	0	0	1	0	0	0	1	1	1
TAF15	0	0	0	0	1	0	0	0	1	1	1
TAF1D	0	0	0	0	1	0	0	0	1	1	1
TANC2	0	0	0	0	1	0	0	0	1	1	1
TANGO6	0	0	0	0	1	0	0	0	1	1	1
TAS2R20	0	0	0	0	1	0	0	0	1	1	1
TATDN1	0	0	0	0	0	0	1	0	1	1	1
TBC1D13	1	0	0	0	0	0	0	0	1	1	1
TBC1D19	1	0	0	0	0	0	0	0	1	1	1
TBC1D26	1	0	0	0	0	0	0	0	1	1	1
TBC1D32	0	0	1	0	0	0	0	0	1	1	1
TBC1D3C	0	0	0	0	1	0	0	0	1	1	1
TBCD	0	1	0	0	0	0	0	0	1	1	1
